"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"6330",6330,"629673783847223296","No candidate mentioned","2015-08-07 08:21:43 -0700","Negative","","Quito","RT @cokeybest: .@megynkelly Megyn Candy Crowley Kelly. Enough said. #kellyfile #FoxNews #GOPDebate .@FoxNews",1,1,"1",1,"1",0.919705029583167,"1",0.868680223706906,3,1,1
"6331",6331,"629673782853156864","No candidate mentioned","2015-08-07 08:21:43 -0700","Negative","","","RT @jjauthor: Politicians call it “immigration reform” because they don’t want to call it what it is – making illegal immigration, legal! #…",1,1,"1",0.999999999978801,"1",0.905667102920148,"1",0.870474052664948,3,1,1
"6333",6333,"629673775462809600","No candidate mentioned","2015-08-07 08:21:41 -0700","Negative","Roanoke, VA","","RT @RealDonalDrumpf: As president, I will get tough on China. As soon as I've accepted delivery of my next shipload of shirts #GOPDebate ht…",1,1,"1",0.999978444641017,"1",0.812787459024215,"1",0.833498442904118,3,1,1
"6334",6334,"629673764930895872","Scott Walker","2015-08-07 08:21:38 -0700","Negative","lux et veritas","Eastern Time (US & Canada)","Scott Walker's Abortion Ban Allows Rapist Father To Sue For Emotional Distress http://t.co/rHMvgumuir #GOPDebate @Badgersbane @amyjofox",1,1,"1",0.999999999999979,"1",0.880549152301755,"1",0.868937770037244,3,1,1
"6336",6336,"629673739446276096","No candidate mentioned","2015-08-07 08:21:32 -0700","Positive","","Eastern Time (US & Canada)","#GOPDebate Proved Beautiful Women Certainly Should Be Debate Moderators Great Job Martha You &amp; Carly Belong In Top 10 http://t.co/nP0VNGnOTx",3,3,"3",1,"3",0.844907692098936,"1",0.530677243140858,2,3,3
"6337",6337,"629673736380260352","No candidate mentioned","2015-08-07 08:21:32 -0700","Positive","Cochrane, AB","Mountain Time (US & Canada)","Carly Fiorina needs to be Secretary of State or on the ticket as VP, at least, so extremely smart and sharp! #GOPDebate",3,3,"3",1,"3",0.81656186808572,"1",0.547542400879131,2,3,3
"6338",6338,"629673733440073728","No candidate mentioned","2015-08-07 08:21:31 -0700","Negative","","","RT @EliseSchloff: Can someone tell the GOP it's not ""I-ran"".... #GOPDebate",1,1,"1",1,"1",0.877550339217189,"1",0.900988259730227,3,1,1
"6340",6340,"629673730524884992","No candidate mentioned","2015-08-07 08:21:30 -0700","Negative","Pacific Northwest","","Good quick analysis here: Republican Candidates’ Spending Increases https://t.co/bCr3NVR9bk #GOPDebate",1,1,"1",1,"1",0.800610021791848,"1",0.682895969759732,3,1,1
"6341",6341,"629673729199489024","No candidate mentioned","2015-08-07 08:21:30 -0700","Negative","","Central Time (US & Canada)","In a world with Fact Check, WHY LIE?! #GOPDebate",1,1,"1",1,"1",0.976251968026814,"1",0.867386041849683,3,1,1
"6342",6342,"629673717115785216","No candidate mentioned","2015-08-07 08:21:27 -0700","Negative","Wisconsin","Central Time (US & Canada)","At this point in the #GOPDebate there is no winner. Only losers.",1,1,"1",0.999999904016459,"1",0.726097867800175,"1",0.5418202354242,3,1,1
"6343",6343,"629673716192907264","Donald Trump","2015-08-07 08:21:27 -0700","Negative","","","RT @BrewStuds: Disappointed that #Trump didn't talk about his #craftbeer called, F**k Your Hair? http://t.co/dtYAx80Rnf #gopdebate http://t…",1,1,"1",1,"1",0.955358471058554,"1",0.862709721675013,3,1,1
"6344",6344,"629673714972553216","No candidate mentioned","2015-08-07 08:21:27 -0700","Negative","Arnold, MO","Eastern Time (US & Canada)","RT @davidsingletary: 11:11 #MakeAWish (and please let it be for better future leaders for our country after watching this #GOPDebate )",1,1,"1",0.999999976494523,"1",0.820767214717299,"1",0.854666067774216,3,1,1
"6345",6345,"629673713206583296","Donald Trump","2015-08-07 08:21:26 -0700","Negative","Arizona, USA","Eastern Time (US & Canada)","""not sure Trump is as detrimental for Republicans, makes anyone standing near him look like Cicero"" lol #GOPDebate  https://t.co/CiO5IE0NSb",1,1,"1",1,"1",0.902417502238951,"1",0.867526872229723,3,1,1
"6346",6346,"629673705665339392","Donald Trump","2015-08-07 08:21:24 -0700","Negative","Vermont","Eastern Time (US & Canada)","#GOPDebate Ahem... http://t.co/hD1UkBUrsZ",1,1,"3",0.554815156917118,"1",0.839506851540679,"1",0.859392629494857,2,1,1
"6347",6347,"629673702150553600","No candidate mentioned","2015-08-07 08:21:24 -0700","Negative","Milwaukee, WI","Central Time (US & Canada)","RT @Mauxes_: The #GOPDebate candidates honestly terrify me because if one is actually elected our country will be fucked.",1,1,"1",0.999999952692593,"1",0.877271293074975,"1",0.868937770037244,3,1,1
"6349",6349,"629673695540301824","Rand Paul","2015-08-07 08:21:22 -0700","Positive","literally anywhere else","Quito","Rand Paul is the only anti-government candidate who actually makes sense. #GOPDebate",1,3,"3",0.999999703498122,"1",0.761867950237211,"1",0.75473946774661,2,3,1
"6351",6351,"629673685511704576","Donald Trump","2015-08-07 08:21:20 -0700","Negative","Florida, USA","","Idocracy at its finest.. #Trump #Trump2016 #GOPDebate #education #AmericasGotTalent #America #hilarious #funnywomen http://t.co/i4Iv4UK5jp",1,1,"1",1,"1",0.857016902402842,"1",0.77928416039198,3,1,1
"6352",6352,"629673684601430016","No candidate mentioned","2015-08-07 08:21:19 -0700","Negative","","Atlantic Time (Canada)","RT @usedtobgop: I don't know about anyone else but think last night #GOPDebate on @msnbc was a BIG flop without @maddow @Lawrence &amp; @chrisl…",1,1,"1",0.999999999995471,"1",0.886953422241234,"1",0.863046980054668,3,1,1
"6355",6355,"629673673465692160","Donald Trump","2015-08-07 08:21:17 -0700","Negative","Buttocks","Monrovia",". @megynkelly drawing heat on Facebook for attacking @realDonaldTrump with the ""sexism narrative"" in the #GOPDebate http://t.co/KI7WCMIqaR",1,1,"1",1,"1",0.896770011394346,"1",0.795112996440281,3,1,1
"6357",6357,"629673663592181760","Donald Trump","2015-08-07 08:21:14 -0700","Negative"," Constitutional Republic ","Central Time (US & Canada)","""about the stupidity of everyone not named Trump. And so it went"" http://t.co/rInB8kwt6O #GOPDebate #pjnet #WakeUpAmerica",1,1,"1",1,"1",0.748515061881316,"1",0.806987922187065,3,1,1
"6358",6358,"629673656399085568","Donald Trump","2015-08-07 08:21:13 -0700","Negative","New York","Eastern Time (US & Canada)","It's scary to think just how close he could get to that finish line :(  #NotMyCandidate #DumpTrump #GOPDebate  https://t.co/N8jAFQCEgG",1,1,"1",1,"1",0.938382051882921,"1",0.906850981247982,3,1,1
"6359",6359,"629673650430582784","No candidate mentioned","2015-08-07 08:21:11 -0700","Positive","Winter Park and Orlando ","Central Time (US & Canada)","Favorite quote of the night ""Freedom isn't free"" #GOPDebate",3,3,"3",0.999991955790143,"3",0.552460828894539,"1",0.768327898716365,2,3,3
"6360",6360,"629673646093676544","Ben Carson","2015-08-07 08:21:10 -0700","Positive","","","I strongly disagree with @benshapiro saying @RealBenCarson  ""isn’t a presidential candidate, and he didn’t look like one""  #GOPDebate",3,3,"3",1,"3",0.825690802783992,"1",0.618614477564704,2,3,3
"6361",6361,"629673645737164800","No candidate mentioned","2015-08-07 08:21:10 -0700","Negative","","","RT @feministabulous: Praying for @megynkelly to interrupt one of them with this #GOPDebate http://t.co/f9qwVLhb3z",1,1,"1",1,"1",0.916062371277013,"1",0.868318937256399,3,1,1
"6362",6362,"629673643321110528","Donald Trump","2015-08-07 08:21:09 -0700","Negative","Austin, TX","Central Time (US & Canada)","RT @DanRyckert: I don't understand politics but I understand wrestling, so all I know from watching the #GOPDebate is that Trump cuts the b…",1,1,"1",0.999999196976206,"1",0.924011943540372,"1",0.856744970527745,3,1,1
"6363",6363,"629673637876994048","No candidate mentioned","2015-08-07 08:21:08 -0700","Negative","The Center of the Mind","Eastern Time (US & Canada)","#GOPDebate Hmmmm tough choice... http://t.co/hL2qNPqVgj",1,1,"1",0.999498328457511,"1",0.69971645679006,"1",0.690117975841378,3,1,1
"6364",6364,"629673636341895168","John Kasich","2015-08-07 08:21:08 -0700","Negative","Flyover Country","Pacific Time (US & Canada)",".@TheFix's #GOPDebate highlights: Kasich's gay marriage defense, Jeb's Common Core defense. I think I know why you didn't like the debates.",1,1,"1",1,"1",0.913442051457124,"1",0.869731919405145,3,1,1
"6365",6365,"629673634827644928","No candidate mentioned","2015-08-07 08:21:07 -0700","Negative","global afrika #LetsGetFree","Eastern Time (US & Canada)","...But I don't take either party seriously. GOP and Dems are on the same racist team #GOPDebate",1,1,"1",1,"1",0.89398769650538,"1",0.822161247720999,3,1,1
"6366",6366,"629673629664440320","Ted Cruz","2015-08-07 08:21:06 -0700","Negative","Hopkins, MN","Eastern Time (US & Canada)","#GOPDebate: Did Cruz Trump Trump? https://t.co/CpaXgGkJbK via @CR",1,1,"1",0.999995665154224,"1",0.596306907838332,"3",0.505548684182002,2,1,1
"6367",6367,"629673625163948032","No candidate mentioned","2015-08-07 08:21:05 -0700","Negative","Dallas, Texas","","@BernieSanders Not only are the Rs out of touch but so is @FoxNews  #GOPDebate #DebateWithBernie",1,1,"1",0.999999999999798,"1",0.941370089829297,"1",0.89492943919277,3,1,1
"6368",6368,"629673624450895872","Donald Trump","2015-08-07 08:21:05 -0700","Negative","","","RT @SomethingIdSay: .@FoxNews went after @realDonaldTrump  like they had an agenda. I don't care who he called fat!!  #GOPDebate  https://t…",1,1,"1",1,"1",0.91322793231436,"1",0.80678335379429,3,1,1
"6369",6369,"629673618050449408","No candidate mentioned","2015-08-07 08:21:03 -0700","Negative","Hiroshima, Japan","Irkutsk","RT @jaymelee1: Do I attempt to listen to the #gopdebate while driving or might it impair my judgement?",1,1,"1",0.999856502053793,"1",0.877563253162314,"1",0.868318937256399,3,1,1
"6371",6371,"629673613914996736","No candidate mentioned","2015-08-07 08:21:02 -0700","Negative","","Indiana (East)","RT @rcampbellsproul: A great summary of last night's #GOPDebate http://t.co/kDeaGS3iEE",3,1,"1",0.997346413007039,"3",0.834835424719836,"3",0.662046027637371,2,1,3
"6372",6372,"629673613201793024","No candidate mentioned","2015-08-07 08:21:02 -0700","Negative","Melbourne, Australia","","Watching the #GOPDebate ..... Anti abortion ... I'm ashamed of my gender",1,1,"1",1,"1",0.928834976767764,"1",0.867386041849683,3,1,1
"6373",6373,"629673606067322880","Mike Huckabee","2015-08-07 08:21:01 -0700","Positive","Earth","Eastern Time (US & Canada)","RT @katestratton3: @missumuggins @tak31523 THANKS @GovMikeHuckabee Who SpokeOut  at #GOPDebate for US #Hostages in #Iran #FreeAmirNow+3 htt…",3,3,"3",1,"3",0.768698505140922,"1",0.659075910732955,2,3,3
"6375",6375,"629673604695719936","No candidate mentioned","2015-08-07 08:21:00 -0700","Negative","USA","Eastern Time (US & Canada)","I don't know about anyone else but think last night #GOPDebate on @msnbc was a BIG flop without @maddow @Lawrence &amp; @chrislhayes #Boycott",1,1,"1",1,"1",0.886683365183961,"1",0.863046980054668,3,1,1
"6376",6376,"629673597104058368","Donald Trump","2015-08-07 08:20:58 -0700","Negative","Miami Beach","","It's Huge... It's a F#&amp;king #Juggernaut #DonaldTrump #GOPDebate  https://t.co/F30T6FbE6P",1,1,"1",0.999999997268536,"1",0.877680904814166,"1",0.855158027626609,3,1,1
"6377",6377,"629673592217714688","No candidate mentioned","2015-08-07 08:20:57 -0700","Positive","<U+2661>America The Beautiful<U+2661>  ","","RT @slaboe: [VIDEO] http://t.co/taPH65klje @CarlyFiorina Rocks the 1st Round of #GOPDebate #Carly2016 http://t.co/3L7YiMjXDL",3,3,"3",1,"3",0.987930515018696,"3",0.708478102465121,3,3,3
"6378",6378,"629673588962889728","Marco Rubio","2015-08-07 08:20:57 -0700","Negative","","","RT @TeaPainUSA: Marco Rubio: ""Why vote for someone successful like Hillary Clinton when you can vote for me?"" #GOPDebate",1,1,"1",0.999999227139208,"1",0.703406065207497,"1",0.684987604281008,3,1,1
"6379",6379,"629673586949689344","Donald Trump","2015-08-07 08:20:56 -0700","Negative","","","RT @BrickCh4News: Years later, doctors will tell Donald Trump that he has an IQ of 48 and are what some people call mentally retarded. #GOP…",1,1,"1",1,"1",0.852230411160276,"1",0.836968138370457,3,1,1
"6380",6380,"629673573985091584","Donald Trump","2015-08-07 08:20:53 -0700","Negative","Carbondale, IL","Central Time (US & Canada)","RT @AlexfromPhilly: ""Donald Trump just gave a master class on how to get away with sexism"" #GOPDebate  http://t.co/FWrq8mkzTb",1,1,"1",0.999677592892006,"1",0.906298931659186,"1",0.886750680332618,3,1,1
"6381",6381,"629673572160667648","No candidate mentioned","2015-08-07 08:20:53 -0700","Negative","New York City","","#GOPDebate weird. No clear winner.",3,1,"1",0.99997357831549,"3",0.624524365044318,"3",0.642687903072116,2,1,3
"6382",6382,"629673569119805440","Ben Carson","2015-08-07 08:20:52 -0700","Positive","","Pacific Time (US & Canada)","Amen! This gentleman definitely has my vote. Love him and what he stands for. #GOPDebate #onpoint #patriot https://t.co/aNzmdIOrVe",3,3,"3",1,"3",0.609501488027014,"1",0.641891708072051,2,3,3
"6383",6383,"629673565479157760","No candidate mentioned","2015-08-07 08:20:51 -0700","Negative","01562","Atlantic Time (Canada)","RT @OneLegSandpiper: #GOPDebate I was disappointed. Not ONE of them said ""Churchillian.""",1,1,"1",1,"1",0.946155268904585,"1",0.903952265048121,3,1,1
"6384",6384,"629673555257528320","No candidate mentioned","2015-08-07 08:20:48 -0700","Negative","","","RT @Jay_Dubb13: When I think of wall, I think of communism. I don't think Saint Ronald Reagan would like this. #GOPDebate http://t.co/2j7mT…",1,1,"1",1,"1",0.895878948399807,"1",0.869040668413286,3,1,1
"6385",6385,"629673553940611072","No candidate mentioned","2015-08-07 08:20:48 -0700","Negative","","Atlantic Time (Canada)","Today is ""International Beer Day,"" conveniently scheduled after ""International Listen to Republicans Talk for Two Hours Day.""  #GOPDebate",1,1,"1",1,"1",0.877711279849349,"1",0.869130648201013,3,1,1
"6388",6388,"629673537301794816","No candidate mentioned","2015-08-07 08:20:44 -0700","Negative","NJ","Eastern Time (US & Canada)","Media, be it on the Left or Right, want to shape the news the way they see it..  Thank goodness most people can see through them. #GOPdebate",1,1,"1",0.999999998440507,"1",0.877467594449007,"1",0.751146042431581,3,1,1
"6389",6389,"629673530637045760","Donald Trump","2015-08-07 08:20:43 -0700","Negative","","Atlantic Time (Canada)","RT @GovtsTheProblem: Since @FoxNews wants to talk about campaign donations, let's talk. @rupertmurdoch @realDonaldTrump #GOPDebate http://t…",1,1,"1",1,"1",0.877609500438196,"1",0.808668676255017,3,1,1
"6391",6391,"629673526736220160","No candidate mentioned","2015-08-07 08:20:42 -0700","Positive","Mild Wild West","Central Time (US & Canada)","RT @Doc_JJK: She won both debates...#GOPDebate @FoxNews http://t.co/oEzz6jtPO8",3,3,"3",0.999999999738999,"3",0.514295660728695,"1",0.534474018061989,2,3,3
"6392",6392,"629673525645676544","No candidate mentioned","2015-08-07 08:20:41 -0700","Negative","Corvallis, OR","Arizona","The #GOPDebate was terrifying. All I can say is, @SenSanders 2016. #Bernie #BernieSanders #Bernie2016 #FeelTheBern http://t.co/K8FKh4pNjr",1,1,"1",0.999727833693635,"1",0.877517040672924,"1",0.853907335886801,3,1,1
"6393",6393,"629673523162841088","Donald Trump","2015-08-07 08:20:41 -0700","Positive","Divinity bound","Pacific Time (US & Canada)","Floyd5689: Loved watching the #GOPDebate last night! We need realDonaldTrump to #MakeAmericagreatagain. #inspiration",3,3,"3",1,"3",0.923757703990766,"3",0.866200053787362,3,3,3
"6394",6394,"629673522030231552","No candidate mentioned","2015-08-07 08:20:41 -0700","Negative","","","RT @Sir_Max: ritzy_jewels: RT RedStateJake: Hey FoxNews - keep that degenerate DWStweets FAR away from ANY #GOPDebate.  #tcot #… http://t.c…",1,1,"1",0.999999999999981,"1",0.919009616765312,"1",0.842318000986525,3,1,1
"6395",6395,"629673520872583168","No candidate mentioned","2015-08-07 08:20:40 -0700","Positive","Colorado, USA","Mountain Time (US & Canada)","I nominate @FoxNews for the ""Best Comedy Special"" Emmy in 2015; their parody of a political debate was outstanding.  #GOPDebate #GOP2016",1,3,"3",0.997817696761711,"1",0.772226769395553,"1",0.700026813571527,2,3,1
"6396",6396,"629673519765422080","No candidate mentioned","2015-08-07 08:20:40 -0700","Negative","","","RT @MattTheMedic: I don't know who won the #GOPDebate tonight, but I'm certain America lost.",1,1,"1",0.999999999997189,"1",0.870386891776984,"1",0.744176379447459,3,1,1
"6399",6399,"629673512614129664","Donald Trump","2015-08-07 08:20:38 -0700","Negative","Minneapolis, MN & Evanston, IL","","RT @dennisjansen: Donald Trump late-night angry-tweets Megyn Kelly, and it is epic http://t.co/sOaYXrXPTl #GOPDebate",1,1,"1",0.999999999368793,"1",0.877407733451649,"1",0.793649805727635,3,1,1
"6400",6400,"629673509946544128","No candidate mentioned","2015-08-07 08:20:38 -0700","Negative","ohio","","RT @BobbyJindal: Immigration without assimilation is not immigration, it is invasion. #GOPDebate",1,1,"1",1,"1",0.877582223990815,"1",0.907545583256553,3,1,1
"6402",6402,"629673500828172288","No candidate mentioned","2015-08-07 08:20:36 -0700","Negative","","","RT @JaclynGlenn: Here's the lineup for the #GOPDebate if anyone was wondering... http://t.co/OM8OSFGkHe",1,1,"1",1,"1",0.975155276856981,"1",0.868318937256399,3,1,1
"6405",6405,"629673487100215296","No candidate mentioned","2015-08-07 08:20:32 -0700","Negative","","","RT @sims: While I haven’t heard from him, I have personally addressed God many times tonight while watching this #GOPDebate.",1,1,"1",1,"1",0.929042104979692,"1",0.877760542411219,3,1,1
"6408",6408,"629673480963944448","No candidate mentioned","2015-08-07 08:20:31 -0700","Negative","","Central Time (US & Canada)","RT @lea_elenaa: Is this the #GOPDebate or Comedy Central?!?!",1,1,"1",1,"1",0.956566506994032,"1",0.866865351301046,3,1,1
"6409",6409,"629673480888283136","No candidate mentioned","2015-08-07 08:20:31 -0700","Negative","CT","Central Time (US & Canada)","RT @TheIdleTeen: Why did she mention God? The last time I checked in THE CONSTITUTION it said there must be separation of church and state.…",1,1,"1",1,"1",0.921928722206304,"1",0.86210154805807,3,1,1
"6410",6410,"629673475905445888","Chris Christie","2015-08-07 08:20:30 -0700","Negative","near Austin ","","RT @dog_memes: How dare you hug #Obama   #RandPaul #GOPDebate #FOXNEWSDEBATE #mememydog #ChrisChristie #pitbulls #hugs4chris http://t.co/Fs…",1,1,"1",0.999999999886332,"1",0.88660647506746,"1",0.88759585291859,3,1,1
"6412",6412,"629673474852651008","Rand Paul","2015-08-07 08:20:29 -0700","Negative","","","RT @ProfessorRobo: When did pledging allegiance to party at #GOPDebate bcome standard practice? ...I don’t recall RonPaul being asked tht q…",1,1,"1",1,"1",0.93986665681931,"1",0.869130648201013,3,1,1
"6413",6413,"629673472898297856","No candidate mentioned","2015-08-07 08:20:29 -0700","Positive","Augusta, Georgia","Central Time (US & Canada)","So after the #GOPDebate last night I think I know who I want to be president. #MegynKelly #MegynKellyforPresident #MegynKelly2016",1,3,"3",0.987990381367643,"1",0.865938947462675,"1",0.848236652042287,2,3,1
"6415",6415,"629673469345579008","No candidate mentioned","2015-08-07 08:20:28 -0700","Negative","Columbia, MO","Central Time (US & Canada)","RT @amirandas: #GOPdebate was indeed flaccid. Want to hear what @BernieSanders has to say in the Democrat debate! #DebateWithBernie https:/…",1,1,"1",0.99982109806515,"1",0.890983377195384,"1",0.861128025874452,3,1,1
"6416",6416,"629673461409931264","Ted Cruz","2015-08-07 08:20:26 -0700","Positive","Republic of Texas","","RT @pursueliberty: Truer and more poignant words were never spoken on a debate stage. Well done, @tedcruz #GOPDebate  https://t.co/XULzpGLh…",3,3,"3",0.999999999873825,"3",0.663365080290353,"1",0.571571317856535,2,3,3
"6417",6417,"629673459509899264","Rand Paul","2015-08-07 08:20:26 -0700","Positive","","","RT @RandPaul: Rand Paul Is Leading The Fight To Defund Planned Parenthood  Read more here: https://t.co/pUpwnGlaot #GOPDebate http://t.co/I…",1,3,"3",0.999153934315476,"1",0.87578315808222,"1",0.867225489491236,2,3,1
"6418",6418,"629673458075627520","Donald Trump","2015-08-07 08:20:25 -0700","Negative","Brooklyn, New York","Eastern Time (US & Canada)","‘Fat pigs, dogs, slobs and disgusting animals’: Female victims of Trump’s sexist insults brought up in #GOPdebate  http://t.co/RAs5SFCNig",1,1,"1",1,"1",0.877538299136452,"1",0.852281468530342,3,1,1
"6419",6419,"629673457140277248","","2015-08-07 08:20:25 -0700","Negative","","","#NJ has had 9 credit downgrades in just 5 years under #ChrisChristie. #GOPDebate #FoxNews #TellingItLikeItIs",1,1,"1",0.997961830749902,"1",0.877488303428091,"1",0.893443529703897,3,1,1
"6420",6420,"629673430451924992","Donald Trump","2015-08-07 08:20:19 -0700","Negative","Atlanta, GA","","Obviously #Trump has captured the white vote. Now it's up to the sensible Americans to make sure he is never elected. #YesWeCan #GOPdebate",1,1,"1",1,"1",0.894516374192363,"1",0.817963457170501,3,1,1
"6421",6421,"629673425867509760","No candidate mentioned","2015-08-07 08:20:18 -0700","Negative","NYC","Atlantic Time (Canada)","RT @JillBidenVeep: That was more of a ""who has the loudest indoor voice contest"" than a debate. #GOPDebate",1,1,"1",1,"1",0.925934631135838,"1",0.865620031212119,3,1,1
"6422",6422,"629673424755908608","Rand Paul","2015-08-07 08:20:17 -0700","Positive","Des Moines","Central Time (US & Canada)","The mainstream media wants to limit our options to establishment puppets. We know who won! #StandwithRand #GOPDebate http://t.co/UYEQy2Nh7A",1,3,"3",1,"1",0.751403465838048,"1",0.666452990939646,2,3,1
"6423",6423,"629673418984660992","No candidate mentioned","2015-08-07 08:20:16 -0700","Negative","Miami, FL, New York","Eastern Time (US & Canada)","RT @revjudegeiger: The #GOPDebate  talked about ""what if"" terrorism were to happen in our country again. White Supremacy is alive and well.…",1,1,"1",1,"1",0.916017315043583,"1",0.873999832474991,3,1,1
"6424",6424,"629673405172817920","Marco Rubio","2015-08-07 08:20:13 -0700","Positive","Halifax, Nova Scotia, Canada","Mid-Atlantic","I loved it in the #GOPdebate when @MarcoRubio spoke about repealing Dodd-Frank. He is a champion of #smallbusiness.",3,3,"3",1,"3",0.930349824841741,"3",0.760804419726536,3,3,3
"6425",6425,"629673402857615360","No candidate mentioned","2015-08-07 08:20:12 -0700","Negative","Bristol, England","","RT @KristinMCoppens: So uh, climate change, eh guys? #GOPDebate http://t.co/VNkJJiOQGJ",1,1,"1",1,"1",0.958992345098894,"1",0.866133478422054,3,1,1
"6427",6427,"629673399371980800","No candidate mentioned","2015-08-07 08:20:11 -0700","Negative","Montana","Pacific Time (US & Canada)","RT @renomarky: #GOPDebate #FoxDebate   Absolutely no need for such long winded questions! We all know the topics! This ain't a gotcha game!…",1,1,"1",1,"1",0.907274565645989,"1",0.869280497811946,3,1,1
"6429",6429,"629673391478435840","No candidate mentioned","2015-08-07 08:20:09 -0700","Negative","Charlotte, NC, USA","","""Hell is Empty and All the Devils Are Here"": A Shakespearean Guide to the 2016 Republican Primary: http://t.co/uJOT8N7UzX #GOPDebate #GOP",1,1,"1",0.999999327573704,"1",0.901957618917027,"1",0.853557254842706,3,1,1
"6430",6430,"629673389511286784","No candidate mentioned","2015-08-07 08:20:09 -0700","Negative","Bklyn, NY","Eastern Time (US & Canada)","RT @zellieimani: #BlackLivesMatter being discussed at #GOPDebate 15 seconds later... Commercial and back to borders and abortion.",1,1,"1",0.999999999994224,"1",0.87754230685468,"1",0.830783600164625,3,1,1
"6431",6431,"629673387472887808","Scott Walker","2015-08-07 08:20:08 -0700","Negative","In the middle. Of everything.","Eastern Time (US & Canada)","#Walker16 unprepared, uninformed, uneducated. http://t.co/Ldbglzna8G #wiunion #wiright #GOPdebate #UniteBlue",1,1,"1",1,"1",0.885218948989684,"1",0.867775426821955,3,1,1
"6432",6432,"629673381906919424","No candidate mentioned","2015-08-07 08:20:07 -0700","Negative","San Francisco","Central Time (US & Canada)","This Instagram of @HillaryClinton  and @kimkardashian had a larger audience than than the Fox #GOPDebate.  http://t.co/wLZ5rd7mUK",1,1,"1",1,"1",0.883127465672133,"1",0.891256224853577,3,1,1
"6433",6433,"629673380933865472","Rand Paul","2015-08-07 08:20:07 -0700","Negative","Seattle, Washington","Central America","RT @ira: Rand Paul reaching for that black vote like: #GOPDebate http://t.co/SObMy09qDd",1,1,"1",1,"1",0.877565252151656,"1",0.83669696435795,3,1,1
"6435",6435,"629673374017437696","Ben Carson","2015-08-07 08:20:05 -0700","Negative","Knoxville, TN","Eastern Time (US & Canada)","@CNN @CNNPolitics had 8 things to take away from the #GOPDebate but not one was about #BenCarson. It's a shame",1,1,"1",0.999999822086844,"1",0.876883017254945,"1",0.861252168856425,3,1,1
"6436",6436,"629673372977393664","No candidate mentioned","2015-08-07 08:20:05 -0700","Negative","","Atlantic Time (Canada)","RT @LadySandersfarm: You have no clue what silent majority is thinking.Your mindset comes frm 2% of pop. You're out of touch. #GOPDebate  h…",1,1,"1",0.99999992827497,"1",0.885165577227073,"1",0.872424534797837,3,1,1
"6437",6437,"629673372557963264","No candidate mentioned","2015-08-07 08:20:05 -0700","Negative","","","RT @mjtbaum: By the way... real, professional moderators don't laugh at jokes like that... #GOPDebate",1,1,"1",1,"1",0.972981912373128,"1",0.883604283011215,3,1,1
"6439",6439,"629673362021715968","No candidate mentioned","2015-08-07 08:20:02 -0700","Negative","Chicagoland #USA via #NYC ","Central Time (US & Canada)","RT @ncb417: I need some more answers about race, women, immigration &amp; sexuality from the  #GOPDebate candidates http://t.co/jm5caRypAT via …",1,1,"1",1,"1",0.790163122182081,"1",0.887561186229994,3,1,1
"6440",6440,"629673360918614016","Ted Cruz","2015-08-07 08:20:02 -0700","Negative","","","#GOPDebate winners :Cruz &amp; Carly . Also Rubio, Walker , Jindal . Extremely disappointed in @megynkelly and Chris Wallace . @BretBaier OK",1,1,"1",0.999997513435331,"3",0.613960894773018,"1",0.62725074635417,2,1,1
"6441",6441,"629673355596034048","Donald Trump","2015-08-07 08:20:01 -0700","Negative","","","RT @pattonoswalt: Hey @MedievalTimes! Donald Trump just gave you a shout out! #GOPDebate",1,1,"1",1,"1",0.964022248823147,"1",0.87508040237854,3,1,1
"6443",6443,"629673352790052864","No candidate mentioned","2015-08-07 08:20:00 -0700","Negative","Michigan","Quito","Theme song for the next #GOPDebate should be The Dope Show.",1,1,"1",0.999975132301939,"1",0.877485633638803,"1",0.868318937256399,3,1,1
"6444",6444,"629673352051847168","Donald Trump","2015-08-07 08:20:00 -0700","Negative","Columbia, MO","Central Time (US & Canada)","RT @wavemywand: #GOPDebate I hope we are all teaching our children not to Bully So why would US elect a Bully? @realDonaldTrump http://t.co…",1,1,"1",0.999999999998154,"1",0.884172534009544,"1",0.834473636564227,3,1,1
"6445",6445,"629673346087583744","No candidate mentioned","2015-08-07 08:19:59 -0700","Negative","Make It Happen, U.S.A.","Central Time (US & Canada)","Last night, I wasn't sure if I was watching the #GOPDebate or an @nbcsnl sketch. Absolutely hilarious.",1,1,"1",1,"1",0.93618233950528,"1",0.846248752265193,3,1,1
"6446",6446,"629673342132428800","Donald Trump","2015-08-07 08:19:58 -0700","Negative","Rochester, N.Y.","Eastern Time (US & Canada)","Trump: Unpresidential, childish Kasich: Made gains Rubio: Made gains, positive Bush: No harm, specific Walker: No harm, specific #GOPDebate",1,1,"1",1,"1",0.642466972504681,"1",0.537474688690984,3,1,1
"6449",6449,"629673326919700480","Donald Trump","2015-08-07 08:19:54 -0700","Positive","","Eastern Time (US & Canada)","Donald Trump won viewers' attention during the #GOPdebate, though probably not the debate itself http://t.co/ftgGl1ZG1C",1,3,"3",0.999998959513143,"1",0.749150565951946,"1",0.749498626837772,2,3,1
