"","X","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"6501",6501,6501,"629673104286027776","Marco Rubio","2015-08-07 08:19:01 -0700","Negative","WDC","Quito","#Republicans don't focus on the future, despite what #Rubio and others said in the #GOPDebate; it's always the past http://t.co/3RgjaDnyri",1,1,"1",0.999999945572086,"1",0.594187701480398,"1",0.747893327940864,3,1,1
"6502",6502,6502,"629673101081473024","Marco Rubio","2015-08-07 08:19:00 -0700","Positive","","Eastern Time (US & Canada)","Nice work @megynkelly asking tough q's in #GOPDebate. Speaking for young Rep's, @marcorubio @johnkasich @realbencarson won some hearts!",3,3,"3",1,"3",0.990766618928595,"3",0.901916665014472,3,3,3
"6503",6503,6503,"629673099672195072","No candidate mentioned","2015-08-07 08:19:00 -0700","Negative","Pittsburgh, PA, USA","America/New_York","#WAR! MORE WAR!!! primary message heard at #GOPDebate last night. Remember when the #GOP was known as the party of #peace? Miss those days",1,1,"1",1,"1",0.933497638611638,"1",0.857653045264707,3,1,1
"6504",6504,6504,"629673098049134592","Donald Trump","2015-08-07 08:18:59 -0700","Positive","","","#Trump's truest and best line: ""if it weren’t for me you wouldn’t even be talking about illegal immigration"" #TRUMPEFFECT  #GOPDEBATE",1,3,"3",0.999657811176217,"1",0.545833766205236,"1",0.679740352639345,2,3,1
"6506",6506,6506,"629673094215532544","Donald Trump","2015-08-07 08:18:59 -0700","Positive","","","Loved watching the #GOPDebate last night! We need @realDonaldTrump to #MakeAmericagreatagain. #inspiration",3,3,"3",1,"3",0.947625960747377,"3",0.903675081899916,3,3,3
"6509",6509,6509,"629673083436146688","No candidate mentioned","2015-08-07 08:18:56 -0700","Negative","AMERIKA","Eastern Time (US & Canada)","SHOVEL COW MANURE? #GOPDebate  https://t.co/WMnt3c3LAB",1,1,"1",1,"1",0.91595579279484,"1",0.863556301514566,3,1,1
"6510",6510,6510,"629673081389187072","Jeb Bush","2015-08-07 08:18:56 -0700","Negative","","Arizona","RT @reignlove5152: @cspanwj /Jeb forgot that his BIG BRO destabilized IRAQ. CREATING ISIL. How could he even think that he can be POTUS? AR…",1,1,"1",1,"1",0.945200290769827,"1",0.915608393960994,3,1,1
"6511",6511,6511,"629673079724212224","No candidate mentioned","2015-08-07 08:18:55 -0700","Negative","Pennsylvania","Eastern Time (US & Canada)","I'm not sure who won but I'm pretty sure the American people lost #GOPDebate",1,1,"1",0.999999953081265,"1",0.927231268316637,"1",0.805203984656771,3,1,1
"6512",6512,6512,"629673079103455232","Marco Rubio","2015-08-07 08:18:55 -0700","Positive","","Eastern Time (US & Canada)","So who won the #GOPDebate last night? I think #Rubio and #Cruz commanded the stage. #Trump did more harm than good for himself",3,3,"3",0.999550963373117,"1",0.527863373972166,"3",0.537806551598856,2,3,3
"6513",6513,6513,"629673075374579712","No candidate mentioned","2015-08-07 08:18:54 -0700","Negative","","Pacific Time (US & Canada)","RT @_HankRearden: America gives Fox low marks after last night. #GOPDebate  http://t.co/ROehWpN3Y5",1,1,"1",1,"1",0.877557117559025,"1",0.895255532190962,3,1,1
"6514",6514,6514,"629673073789272064","Mike Huckabee","2015-08-07 08:18:54 -0700","Negative","Washington, DC","","@GovMikeHuckabee “It is of the utmost danger to society to make religion a party in political disputes.” #GOPDebate",1,1,"1",1,"1",0.820088206563272,"1",0.806851332293597,3,1,1
"6518",6518,6518,"629673062666010624","No candidate mentioned","2015-08-07 08:18:51 -0700","Positive","Goontown, VA-DC-NY","Quito","""People could care less if you like them, they want their civil rights""- @RaulAReyes on the topic of LGBT rights at the #GOPDebate",1,3,"3",0.999981658250723,"1",0.94599470806551,"1",0.878242420690316,2,3,1
"6519",6519,6519,"629673055485214720","No candidate mentioned","2015-08-07 08:18:49 -0700","Positive","Texas","Central Time (US & Canada)","He has the record and experience! #ExperienceMatters! .@GovernorPerry: I’m Ready To Be POTUS: https://t.co/TtNL12DLmN #Perry2016 #GOPDebate",1,3,"3",1,"1",0.509318995890127,"1",0.720539743987998,2,3,1
"6520",6520,6520,"629673049185357824","Donald Trump","2015-08-07 08:18:48 -0700","Positive","","Eastern Time (US & Canada)","#GOPDebate When they all stand on stage together, it looks like a @realDonaldTrump cabinet meeting.",1,3,"3",0.999567400779564,"1",0.742455094105385,"1",0.686224411797024,2,3,1
"6521",6521,6521,"629673049042751488","Donald Trump","2015-08-07 08:18:48 -0700","Negative","","","RT @GodfreyComedian: People are cheering Trump with ""Booray"" #GOPDebate",1,1,"1",0.999999999964359,"1",0.878797994979135,"1",0.829061090453566,3,1,1
"6522",6522,6522,"629673049017614336","Ben Carson","2015-08-07 08:18:48 -0700","Negative","with the Kurds & Israelis 100%","Central Time (US & Canada)","RT @RexHuppke: Ben Carson, I'm Megyn Kelly, and I think you're a total idiot. Your response? #GOPDebate",1,1,"1",1,"1",0.808752880957055,"1",0.754094354366672,3,1,1
"6523",6523,6523,"629673044068466688","Rand Paul","2015-08-07 08:18:47 -0700","Negative","Oakland Raiders","Eastern Time (US & Canada)","I hope Rand Paul knows that this country denies domestic terrorism when it comes to specific groups committing the crime. #GOPDebate",1,1,"1",1,"1",0.889932048396281,"1",0.877574533858353,3,1,1
"6524",6524,6524,"629673043565113344","Ted Cruz","2015-08-07 08:18:47 -0700","Positive","Dallas, Texas","Central Time (US & Canada)","ICYMI: Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" | Cruz for President http://t.co/qKO1ltdfBP",3,3,"3",1,"3",0.945107851267137,"3",0.577771779437246,3,3,3
"6525",6525,6525,"629673042990333952","Jeb Bush","2015-08-07 08:18:46 -0700","Negative","Wine Country","Pacific Time (US & Canada)","RT @Bipartisanism: Jeb Bush at the #GOPDebate:  ""If you really want to find out how much damage one family can do to a country."" http://t.c…",1,1,"1",1,"1",0.953764280067748,"1",0.905270651142572,3,1,1
"6526",6526,6526,"629673037902692352","Donald Trump","2015-08-07 08:18:45 -0700","Negative","San Francisco, CA ","Eastern Time (US & Canada)","If Donald Trump becomes president, I'm moving out of the country again. Far, far away from his terrible comb over. #JustSaying #GOPDebate",1,1,"1",0.991885173354177,"1",0.828582747944208,"1",0.768806537305179,3,1,1
"6527",6527,6527,"629673032307613696","No candidate mentioned","2015-08-07 08:18:44 -0700","Negative","","","Winning a presidential debate is the dumbest concept. It's supposed to be a discussion of ideas, not a pissing contest. #GOPDebate",1,1,"1",0.999972013467614,"1",0.877586326814438,"1",0.885994857367611,3,1,1
"6528",6528,6528,"629673024116101120","No candidate mentioned","2015-08-07 08:18:42 -0700","Negative","Cincinnati, USA / Cairo, Egypt","Eastern Time (US & Canada)","RT @pari_passu: Odd. GOP is more upset over Obama openly limiting Iran's weaponry than when Reagan secretly increased it. #GOPDebate http:/…",1,1,"1",0.99999999965761,"1",0.901736539849114,"1",0.868994843277476,3,1,1
"6529",6529,6529,"629673022895493120","Donald Trump","2015-08-07 08:18:42 -0700","Positive","Halifax, Nova Scotia, Canada","Mid-Atlantic","I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.",3,3,"3",0.99999999999998,"3",0.539450565971133,"3",0.526299266333328,3,3,3
"6530",6530,6530,"629673022656417792","No candidate mentioned","2015-08-07 08:18:42 -0700","Negative","beverly hills ca","","RT @KLSouth: @FrankLuntz ...you have no credibility frank. #GOPDebate",1,1,"1",0.999999999992639,"1",0.877517981776932,"1",0.866058021808313,3,1,1
"6531",6531,6531,"629673021213511680","No candidate mentioned","2015-08-07 08:18:41 -0700","Negative","","","These crazy republicans losers diss Hillary Clinton like every two minutes lmaooooooooo #GOPDebate",1,1,"1",1,"1",0.918769203148409,"1",0.868487947333809,3,1,1
"6532",6532,6532,"629673017245745152","Donald Trump","2015-08-07 08:18:40 -0700","Negative","Lakewood","","Think we need to see @realDonaldTrump birth certificate to verify his age.His tweets after the #GOPDebate last nite prove him to be about 13",1,1,"1",0.999999524785855,"1",0.877670548272396,"1",0.82803159312797,3,1,1
"6533",6533,6533,"629673013181607936","No candidate mentioned","2015-08-07 08:18:39 -0700","Negative","","","#GOPDebate an audience who laughs with a Man that publicly calls Women derogatory names. Be very afraid. VOTE",1,1,"1",0.999999999994492,"1",0.895058792663142,"1",0.873260549666534,3,1,1
"6534",6534,6534,"629673011386302464","Jeb Bush","2015-08-07 08:18:39 -0700","Negative","Central Illinois via Seattle","Central Time (US & Canada)","#LibCrib Hey @JebBush, no way you're going to fool your non-supporters nor change history cuz you say so. #GOPDebate https://t.co/uRnYGW9DCV",1,1,"1",1,"1",0.886666723039653,"1",0.872255633517955,3,1,1
"6535",6535,6535,"629673011327545344","No candidate mentioned","2015-08-07 08:18:39 -0700","Negative","","","RT @zellieimani: Men deciding what women can or cannot do with their bodies. World history in a nutshell. #GOPDebate",1,1,"1",1,"1",0.91964644897169,"1",0.891799106994496,3,1,1
"6536",6536,6536,"629673007493984256","Donald Trump","2015-08-07 08:18:38 -0700","Negative","IDAHO","Eastern Time (US & Canada)","A HISTORIC FIRST: Republican presidential candidate @realDonaldTrump is now actively trolling the female #GOPdebate moderator on Twitter.",1,1,"1",1,"1",0.889484083994209,"1",0.801634339682277,3,1,1
"6537",6537,6537,"629672996614107136","No candidate mentioned","2015-08-07 08:18:35 -0700","Negative","Undisclosed","","Waters, waters, rising fast; history catching up at last. That's it in a nutshell.  #GOPDebate #FridayFeeling Aldon Smith #GOPDebate King",1,1,"1",0.997853657267566,"1",0.885755051800556,"1",0.866897436756443,3,1,1
"6538",6538,6538,"629672993510154240","Mike Huckabee","2015-08-07 08:18:35 -0700","Positive","Texas","Central Time (US & Canada)","RT @Amandajbutt: @karen_estill Yes #Huckabee was on fire!So proud of his boldness,convictions shining through! #Imwithhuck #gopdebate https…",3,3,"3",0.999999996915891,"3",0.596167599046521,"3",0.573596799183693,3,3,3
"6539",6539,6539,"629672991060815872","No candidate mentioned","2015-08-07 08:18:34 -0700","Negative","City under the blood-red Son","Eastern Time (US & Canada)","Last night in the #GOPDebate, someone should've asked the candidates if if any of them knew what NWA stood for. #BlackLivesMatter",1,1,"1",1,"1",0.909572670056592,"1",0.854445861843705,3,1,1
"6541",6541,6541,"629672985415294976","Donald Trump","2015-08-07 08:18:33 -0700","Negative","New York City ","Eastern Time (US & Canada)","""Donald Trump just gave a master class on how to get away with sexism"" #GOPDebate  http://t.co/FWrq8mkzTb",1,1,"1",0.99958281743463,"1",0.908296703932685,"1",0.887371589567665,3,1,1
"6542",6542,6542,"629672977144000512","Donald Trump","2015-08-07 08:18:31 -0700","Negative","","","RT @JoshKlemp: Lame question for Trump... Megan Kelly @FoxNews #GOPdebate #FoxDebate @JohnDePetroshow",1,1,"1",1,"1",0.88320687403646,"1",0.827732896165815,3,1,1
"6544",6544,6544,"629672969527111680","No candidate mentioned","2015-08-07 08:18:29 -0700","Negative","J.A.P.A.N. ","Central Time (US & Canada)","#GOPDebate @HouseGOP @Senate_GOPs and most right-wingers in general have no problem dismissing/ignoring the oppression of marginalized ppl.",1,1,"1",0.999999999941144,"1",0.918246130167282,"1",0.85262120413457,3,1,1
"6546",6546,6546,"629672955681841152","Mike Huckabee","2015-08-07 08:18:26 -0700","Negative","literally anywhere else","Quito","Huckabee is so transphobic it is downright disgusting. #GOPDebate",1,1,"1",1,"1",0.907788047330475,"1",0.864996782000004,3,1,1
"6547",6547,6547,"629672949646249984","Donald Trump","2015-08-07 08:18:24 -0700","Negative","","Central Time (US & Canada)","RT @JudgeJeanine: #GOPDebate @realDonaldTrump  go donald ""money going out drugs coming in"" no problem w legal immigration """,1,1,"1",0.99999999998533,"1",0.883549178271161,"1",0.822255517079226,3,1,1
"6548",6548,6548,"629672941123272704","Jeb Bush","2015-08-07 08:18:22 -0700","Negative","Florida","Eastern Time (US & Canada)","#GOPDebate --&gt; Jeb looked/sounded as if he had just left a horror movie showing, stunned, stilted, frozen.  Jeb doesn't want to be President",1,1,"1",1,"1",0.957202972314381,"1",0.945925560941022,3,1,1
"6549",6549,6549,"629672938053218304","Donald Trump","2015-08-07 08:18:21 -0700","Positive","Halifax, Nova Scotia, Canada","Mid-Atlantic","I loved it in the #GOPdebate when @realDonaldTrump said he's made 10 billion dollars. And America owes 19 trillion.",3,3,"3",1,"3",0.869147406368201,"3",0.685169800975694,3,3,3
"6551",6551,6551,"629672931187101696","Ben Carson","2015-08-07 08:18:20 -0700","Negative","Michigan","Atlantic Time (Canada)","RT @LadySandersfarm: Sadly, there's too many lowinfos. Look at KK and Kanye with Hillary. #GOPDebate http://t.co/PjoRQqIRA3",1,1,"1",1,"1",0.794610657095239,"1",0.849425575129329,3,1,1
"6553",6553,6553,"629672929610043392","No candidate mentioned","2015-08-07 08:18:19 -0700","Negative","","Atlantic Time (Canada)","You know how your grandpa says something embarrassing each Christmas and you just have to roll with it? That was last night's #GOPDebate",1,1,"1",0.999982948802477,"1",0.924535795602093,"1",0.900015073457466,3,1,1
"6554",6554,6554,"629672928246935552","No candidate mentioned","2015-08-07 08:18:19 -0700","Negative","Host of Tamara Leighs Trend On","Mountain Time (US & Canada)","Disappointed. @megynkelly was my media #girlcrush &amp;after #GOPDebate think #WeAreOnABreak @FoxNews @realDonaldTrump  https://t.co/2DW9WCYTWI",1,1,"1",1,"1",0.917813828163578,"1",0.778586410640503,3,1,1
"6558",6558,6558,"629672923112960000","Ben Carson","2015-08-07 08:18:18 -0700","Negative","with the Kurds & Israelis 100%","Central Time (US & Canada)","RT @fakedansavage: Kelly: ""Dr. Carson, you are an unqualified, misinformed idiot. Who are you fooling?"" (I'm paraphrasing here.) #GOPDebate",1,1,"1",1,"1",0.931945401111226,"1",0.80437047881365,3,1,1
"6559",6559,6559,"629672921640796160","Ben Carson","2015-08-07 08:18:17 -0700","Negative","","","RT @cenkuygur: Does Ben Carson also want to follow God's law on non-virgin wives - stoning them in front of their father's house? #GOPDebate",1,1,"1",0.996911615923835,"1",0.876744673087689,"1",0.826582064035959,3,1,1
"6560",6560,6560,"629672917710680064","No candidate mentioned","2015-08-07 08:18:16 -0700","Positive","","","RT @PaperCutPrint: #GOPDebate  looked like fun. Though I think I missed the swimsuit and talent contest rounds. #EveryoneLovesAPrincess htt…",1,3,"1",0.515840974764139,"1",0.791186176622492,"1",0.804617466073283,3,1,1
"6564",6564,6564,"629672909192101888","Jeb Bush","2015-08-07 08:18:14 -0700","Negative","Mesa, AZ","Arizona","RT @LotusTom: FOX news last night revealed themselves to what many of us already knew they were: Bush apologists. #GOPDebate",1,1,"1",1,"1",0.909271508489183,"1",0.886547081745088,3,1,1
"6565",6565,6565,"629672900941877248","Donald Trump","2015-08-07 08:18:12 -0700","Negative","","","RT @Momastery: Yes,Trump and audience at the #GOPDebate it's HILARIOUS to call women fat pigs and tell them to get on their knees. Laugh aw…",1,1,"1",0.999994928997927,"1",0.873921247413588,"1",0.865166747901247,3,1,1
"6566",6566,6566,"629672897791963136","Donald Trump","2015-08-07 08:18:12 -0700","Negative","John Smith AKA Bazooka Joe","Central Time (US & Canada)","Trump's response? ""I think the biggest problem this country has is being politically correct.""  #GOPDebate @SmittyMyBro",1,1,"1",0.999999999895494,"1",0.879073506182873,"1",0.860236090465762,3,1,1
"6567",6567,6567,"629672896890314752","Donald Trump","2015-08-07 08:18:12 -0700","Negative","","Central Time (US & Canada)","So Donald Trump is uncouth misogynist.  Another thing he has in common with Bill Clinton.  @megynkelly #GOPDebate @ellencarmichael",1,1,"1",1,"1",0.901700258622622,"1",0.827795791797415,3,1,1
"6568",6568,6568,"629672894348443648","Donald Trump","2015-08-07 08:18:11 -0700","Negative","Washington DC","Arizona","Trump is done after last night, end of story #GOPDebate",1,1,"1",0.998407480891547,"1",0.616304308506092,"1",0.580452369819252,3,1,1
"6569",6569,6569,"629672893581017088","No candidate mentioned","2015-08-07 08:18:11 -0700","Negative","Barton, VT","","#GOPDebate Fun Fact:  Carly Fiorina is the only one of last night's debaters to have ever given a woman an orgasm. #politics",1,1,"1",0.999997644905716,"1",0.770622504693529,"1",0.706988946701234,3,1,1
"6570",6570,6570,"629672893320966144","Donald Trump","2015-08-07 08:18:11 -0700","Negative","29.949035,-95.330847","Central Time (US & Canada)","Maybe the only way to compete with Trump is to bring one of the Duck Dynasty characters into the primary. #GOPDebate",1,1,"1",1,"1",0.889065112430563,"1",0.840887419254077,3,1,1
"6572",6572,6572,"629672888568668160","No candidate mentioned","2015-08-07 08:18:10 -0700","Negative","","Pacific Time (US & Canada)","RT @LibyaLiberty: The #GOPDebate in pictures. http://t.co/3wYsQ41YaK",1,1,"1",0.999998267598968,"1",0.87776897089423,"1",0.863556301514566,3,1,1
"6573",6573,6573,"629672883749548032","No candidate mentioned","2015-08-07 08:18:08 -0700","Negative","","","RT @TripLangley: Are they running for pope or president? Why would you end a political debate by asking if anyone is hearing DIRECTLY FROM …",1,1,"1",1,"1",0.890590541760963,"1",0.86755854903418,3,1,1
"6575",6575,6575,"629672880410791936","Jeb Bush","2015-08-07 08:18:08 -0700","Negative","Phoenix","Pacific Time (US & Canada)","RT @DamienFahey: When Jeb Bush speaks during a debate, it feels like when a band plays something off the new album. #GOPDebate",1,1,"1",1,"1",0.877794884224414,"1",0.842498463654821,3,1,1
"6582",6582,6582,"629672862505402368","Donald Trump","2015-08-07 08:18:03 -0700","Negative","Kingdom of the Ouest, MA","Casablanca","Shame on them, they should have watched reruns of the Apprentice and take some notes. #GOPDebate  https://t.co/LBYJacIKkK",1,1,"1",1,"1",0.877792357531692,"1",0.836340980660454,3,1,1
"6583",6583,6583,"629672862052282368","No candidate mentioned","2015-08-07 08:18:03 -0700","Negative","","","RT @AlongsideWild: I don't think there was a single question in #GOPDebate about science, conservation, or climate except maybe. ""Would you…",1,1,"1",1,"1",0.938429358646869,"1",0.87700967650301,3,1,1
"6584",6584,6584,"629672861930770432","No candidate mentioned","2015-08-07 08:18:03 -0700","Negative","Boston ","Eastern Time (US & Canada)","Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/nCalKxYW5c #HillaryClinton #PDMFNB",1,1,"1",0.999962327468412,"1",0.886906158380165,"1",0.891799106994496,3,1,1
"6585",6585,6585,"629672856515911680","Donald Trump","2015-08-07 08:18:02 -0700","Positive","LexCorp Towers, Metropolis","Eastern Time (US & Canada)","RT @brownandbella: Trump packed his fucks in a separate suitcase that never made it Ohio. THIS THE BEST DEBATE EVER. #GOPDebate",1,3,"3",0.999999917671658,"1",0.596718168239949,"1",0.66131854179568,2,3,1
"6586",6586,6586,"629672854506725376","No candidate mentioned","2015-08-07 08:18:01 -0700","Negative","","","RT @MStuart1970: @willneal001 Definitely #bias there! #GOPDebate Massacre by FOX. Deliberate attempt to smear R's.",1,1,"1",1,"1",0.942968262157895,"1",0.909923586312601,3,1,1
"6588",6588,6588,"629672852472602624","No candidate mentioned","2015-08-07 08:18:01 -0700","Negative","A Pale Blue Dot","Europe/London","RT @gamermatt117: @saladinahmed I think after the #GOPDebate Cthulhu is a pretty solid choice as well.",1,1,"1",0.999999970799119,"1",0.854248411397074,"1",0.868095115918286,3,1,1
"6590",6590,6590,"629672842309689344","No candidate mentioned","2015-08-07 08:17:59 -0700","Negative","Washington DC","","RT @monatougs: @Instagram stop censoring @Dreamdefenders for their work pointing out the racism of the #GOPDebate candidates. https://t.co/…",1,1,"1",1,"1",0.931533063472062,"1",0.868775392388747,3,1,1
"6592",6592,6592,"629672841491939328","No candidate mentioned","2015-08-07 08:17:58 -0700","Negative","","","RT @DWStweets: There's no difference in the policies these candidates stand for. They're all singing from the same songbook. It's a bad son…",1,1,"1",1,"1",0.948394625888171,"1",0.870630805879476,3,1,1
"6593",6593,6593,"629672834986590208","Jeb Bush","2015-08-07 08:17:57 -0700","Negative","Nashville TN & beyond via NC","Eastern Time (US & Canada)","@GOP I think u can stay OFF MY TL.  P.S. F*** @JebBush @marcorubio @ChrisChristie @GovernorPerry &amp; any sockpuppet you endorse.  #GOPDebate",1,1,"1",0.999999999841453,"1",0.728785742644127,"1",0.760656930269972,3,1,1
"6594",6594,6594,"629672828586065920","No candidate mentioned","2015-08-07 08:17:55 -0700","Negative","VEGAS ","","EARTH TO @megynkelly THIS AINT ABOUT YOU!   #GOPDebate  #FoxDebate  #MegynKelly  #MegynKellyDebateQuestions http://t.co/yxHy6FQkWw",1,1,"1",0.999999996326795,"1",0.907852386628661,"1",0.885046330594996,3,1,1
"6595",6595,6595,"629672827550044160","","2015-08-07 08:17:55 -0700","Negative","Williamsburg, Brooklyn","Eastern Time (US & Canada)","NYT: Winners at the #GOPDebate Include #Rubio and #Kasich #gop #politics #election2016 http://t.co/gJc6r46aVI",3,1,"1",0.999999795895693,"3",0.797689180294707,"3",0.556577957039113,2,1,3
"6596",6596,6596,"629672825008332800","No candidate mentioned","2015-08-07 08:17:54 -0700","Negative","Savannah, Georgia","Quito","RT @Lemmits92: #GOPDebate went very well. My masters will soon choose which candidate will carry out their agenda #WakeUpAmerica #p2 http:/…",1,1,"1",1,"1",0.867147880898156,"1",0.868994843277476,3,1,1
"6598",6598,6598,"629672816066064384","Donald Trump","2015-08-07 08:17:52 -0700","Negative","","London","#GOPDebate: Trump Trumped! http://t.co/zWIN7P0vhH",1,1,"1",0.999987832582986,"1",0.87718884244322,"1",0.661779687144076,3,1,1
"6599",6599,6599,"629672811871735808","Donald Trump","2015-08-07 08:17:51 -0700","Positive","Halifax, Nova Scotia, Canada","Mid-Atlantic","I loved it in the #GOPdebate when @realDonaldTrump said the lenders are killers. Chris Wallace was exceedingly disrespectful",3,3,"3",0.999999973997937,"1",0.53088447352886,"3",0.526299266333328,2,3,3
"6601",6601,6601,"629672805877940224","No candidate mentioned","2015-08-07 08:17:50 -0700","Negative","Pasadena, CA","","RT @EvilConservativ: Gotta give @LindseyGrahamSC props. He saw the same ambush we did at #GOPDebate and is calling out @FoxNews on it.   ht…",1,1,"1",0.999990806009303,"1",0.877612945006782,"1",0.833538167010301,3,1,1
"6604",6604,6604,"629672796436725760","Ted Cruz","2015-08-07 08:17:48 -0700","Negative","Texas & DC by way of Canada","Eastern Time (US & Canada)","RT @r33fking: Don't you DARE try to show me your fruits, Ted Cruz. #GOPDebate",1,1,"1",1,"1",0.926186224620877,"1",0.819776382832782,3,1,1
"6605",6605,6605,"629672786726817792","No candidate mentioned","2015-08-07 08:17:45 -0700","Negative","","Central Time (US & Canada)","@peggebeen A fraud gets no cooperation from true and American people. A fraud should be impeached. #GOPDebate #CharacterMatters",1,1,"1",0.99999999998009,"1",0.881178193090629,"1",0.862099926834463,3,1,1
"6606",6606,6606,"629672781882523648","No candidate mentioned","2015-08-07 08:17:44 -0700","Negative","Norcal","Pacific Time (US & Canada)","I did watch all 2nd string #GOPDebate ... can tell y they are 2nd string.  Not enough original stupidty and hatred.  Just standard levels",1,1,"1",0.999999999999996,"1",0.90242888405289,"1",0.8961786043741,3,1,1
"6607",6607,6607,"629672779957280768","No candidate mentioned","2015-08-07 08:17:44 -0700","Positive","Ohio","Eastern Time (US & Canada)","RT @AngelaHaysMoore: A good debate is when you don't even notice the moderators. @FoxNews #GOPDebate",1,3,"3",0.999999968102745,"1",0.80018222465218,"1",0.733279624986194,2,3,1
"6609",6609,6609,"629672778875023360","No candidate mentioned","2015-08-07 08:17:43 -0700","Negative","","Central Time (US & Canada)","Good eyes .@randikayeCNN on spotting @360vodka Patriot btl on #GOPDebate's show. We should send you a reward. ;) #KC http://t.co/0Wr4jcUsvs",1,1,"1",0.999999910544084,"1",0.871713206196839,"1",0.763726062405433,3,1,1
"6610",6610,6610,"629672773363834880","Ted Cruz","2015-08-07 08:17:42 -0700","Positive","Lexington","Quito","RT @PamelaGeller: In my considered opinion the winners tonight are Ted Cruz, Ben Carson, and Marco Rubio #GOPDebate",3,3,"3",0.999999999906213,"3",0.641458986411153,"1",0.545541458979851,2,3,3
"6611",6611,6611,"629672772306894848","Donald Trump","2015-08-07 08:17:42 -0700","Negative","","","RT @ABurgerADay: ""Balderdash"" is my favorite word that describes @realDonaldTrump's presidential campaign run. #GOPDebate",1,1,"1",1,"1",0.87762965395051,"1",0.850670133622623,3,1,1
"6612",6612,6612,"629672769257635840","Donald Trump","2015-08-07 08:17:41 -0700","Negative","A Pale Blue Dot","Europe/London","RT @ProAudioLabs: @BBCNewsUS @realDonaldTrump  #GOPDebate There are many Don's but just two Donald's, Trump and Duck... and they both quack…",1,1,"1",0.999999999999946,"1",0.877563060458787,"1",0.787666774201317,3,1,1
"6613",6613,6613,"629672766376161280","Ben Carson","2015-08-07 08:17:40 -0700","Negative","Key West Florida","","RT @JoeMyGod: Ben Carson wants all Americans to tithe the federal government. I think I just heard the Hunger Games cannon. #GOPDebate",1,1,"1",0.999999999999997,"1",0.928130686682836,"1",0.85864909058705,3,1,1
"6614",6614,6614,"629672764878667776","No candidate mentioned","2015-08-07 08:17:40 -0700","Negative","","Pacific Time (US & Canada)","RT @PuestoLoco: .@RawStory FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina #GOPDebate #morningjoe http://t.co/ygMGbAvqut",1,1,"1",1,"1",0.877908387461974,"1",0.70167192292645,3,1,1
"6617",6617,6617,"629672757404438528","No candidate mentioned","2015-08-07 08:17:38 -0700","Negative","Dubai U.A.E","Abu Dhabi","Photo: Selfie of life! @HillaryClinton + Mr &amp; Mrs @kanyewest http://t.co/x5l81b1RkV @KimKardashian #GOPDebate #HillaryForPresident #TBW",1,1,"1",0.99999999999999,"1",0.86364011163874,"1",0.868095115918286,3,1,1
"6618",6618,6618,"629672755496112128","No candidate mentioned","2015-08-07 08:17:38 -0700","Negative","Florida","","RT @LPNational: And now @LindseyGrahamSC will send more troops to #Iraq and #Afghanistan. Any bets on what country is next? #GOPDebate #war…",1,1,"1",1,"1",0.876418486252388,"1",0.841828482922354,3,1,1
"6621",6621,6621,"629672747766030336","No candidate mentioned","2015-08-07 08:17:36 -0700","Negative","","Eastern Time (US & Canada)","RT @aleklev: It's possible that @GovernorPerry didn't know they were going to ask him questions. #GOPDebate",1,1,"1",0.999999999999992,"1",0.915555933955038,"1",0.88168223548728,3,1,1
"6622",6622,6622,"629672747053023232","No candidate mentioned","2015-08-07 08:17:36 -0700","Negative","","Central Time (US & Canada)","RT @TheClothier: The #StraitOuttaCompton commercial was longer than the #BlackLivesMatter question/ answer. #GOPDebate",1,1,"1",0.997826765508426,"1",0.877424056898554,"1",0.868308022977482,3,1,1
"6623",6623,6623,"629672747002499072","Rand Paul","2015-08-07 08:17:36 -0700","Positive","usually in Texas","Central Time (US & Canada)","Big hit of the #GOPDebate for me? @CarlyFiorina, @RandPaul on NSA, @RealBenCarson, @MarcoRubio. and @SenTedCruz closing statements",3,3,"3",1,"3",0.990534254676643,"3",0.891196288326424,3,3,3
"6625",6625,6625,"629672743311683584","No candidate mentioned","2015-08-07 08:17:35 -0700","Negative","Currently in DC","Pacific Time (US & Canada)","Had the weirdest/scariest dream last night... thinking the #GOPDebate messed with my subconscious",1,1,"1",0.99992890393852,"1",0.845203520483939,"1",0.847221186758822,3,1,1
"6626",6626,6626,"629672741600280576","No candidate mentioned","2015-08-07 08:17:35 -0700","Negative","East Bay","Pacific Time (US & Canada)","RT @sabinazafar: #GOPDebate:10 men talking about planned parenthood. How many of them have given birth?@emilyslist @EmergeCA @CADemWomen #m…",1,1,"1",0.999999999999972,"1",0.950670892106177,"1",0.890520358641115,3,1,1
"6627",6627,6627,"629672738639249408","No candidate mentioned","2015-08-07 08:17:34 -0700","Negative","","","I was tweeting so hard during the #GOPCircus that I thought I broke my finger. Nope, but I did dislocate it. #GOPDebate",1,1,"1",1,"1",0.933662738909666,"1",0.874278191692018,3,1,1
